# Copyright (c) 2026 Joseph Potashnik. Submitted for peer review to JMLR. Do not distribute or use without permission.
# Samples of Target EnglishFragmentWithADJSingleVerbalCat.txt #
Count	Sentence
8	David says the child cried Mary fell a pretty bells
13	David arrived Mary fell the woman knows the big child
6	a big child hated the big big pretty pretty woman
4	a woman went the bells went from a cheap bells
5	Mary says David says from a cheap big big child
8	the child arrived the big big bells hated from Who
11	the cheap cheap big cheap big girl says the woman
10	David toll Who toll a cheap man kissed the bells
10	a cheap pretty big woman cried to a cheap girl
10	Mary fell a woman knows a big pretty man arrived
8	Mary loved the cheap child ran Mary arrived Mary hated
11	Who hated the big cheap pretty pretty pretty pretty child
8	a pretty cheap pretty girl toll the pretty bells ran
9	a girl arrived to the cheap cheap cheap cheap girl
10	David toll the girl says a woman hated David hated
9	the woman hated David fell the bells toll the bells
10	a cheap cheap girl cried a cheap big child loved
11	a cheap pretty child went for the pretty cheap child
7	David toll Who toll a big cheap big woman hated
9	a bells went a cheap bells loved a woman loved
7	a bells kissed a pretty big pretty pretty big girl
6	the woman kissed the child cried a man says Mary
12	the big woman says the big woman went from Mary
7	a big man loved the girl ran from a girl
13	the girl ran the pretty big bells kissed a woman
9	John cried a big woman ran a cheap cheap bells
7	the man arrived a child fell the pretty child ran
12	a cheap man went David went Who fell the man
15	a cheap cheap pretty pretty big girl arrived Mary loved
12	a cheap cheap bells loved John arrived John fell Who
8	a man kissed David knows a girl went to Mary
6	the cheap big pretty big pretty pretty big bells loved
11	David went a pretty child kissed a bells hated David
9	the man toll a big girl went the big child
7	the pretty girl loved Mary kissed David went Mary hated
10	Mary cried a big bells kissed Mary cried for David
6	the pretty girl toll the big bells knows David went
5	a cheap bells kissed to the cheap pretty big man
6	the pretty pretty child ran Who hated a pretty woman
10	John fell a man toll David toll the girl ran
6	a pretty cheap big cheap big child went from Who
9	a girl hated a big big cheap bells hated Mary
9	Who fell the pretty pretty big bells toll David hated
7	the big girl fell a pretty cheap cheap bells hated
16	David loved David arrived Who toll David arrived for Who
10	a big pretty cheap bells toll Who kissed to David
5	the cheap pretty girl toll David kissed a man went
