# Copyright (c) 2026 Joseph Potashnik. Submitted for peer review to JMLR. Do not distribute or use without permission.
# Samples of Target EnglishFragmentWithADJAmbiguousPPAdunctionSingleCat.txt #
Count	Sentence
8	Mary ran Mary cried Who knows the bells
15	a big child from Mary for John arrived
12	the bells to Who hated for a girl
8	Who kissed David ran a child kissed Who
11	a big child fell for a pretty bells
11	Mary for the child went Who to John
11	a woman ran a child kissed for Mary
2	a pretty man arrived John says the bells
14	John from Mary from a bells fell John
8	the child kissed the child says the child
2	John ran Who from the girl arrived Who
14	David to a big child to Who says
12	John went from a big pretty cheap child
9	Mary for Who knows Who for Mary hated
2	the pretty big pretty girl knows a bells
3	a pretty big cheap pretty big girl fell
4	a girl from David arrived David went Mary
21	Who cried Who hated Mary for a child
4	a girl for the bells cried John toll
10	the man from Who went a girl fell
8	a big big woman hated the cheap woman
12	a man toll to a big pretty child
9	the child went the bells ran David ran
4	a big child kissed the girl arrived David
26	Mary hated Mary kissed Who says from Mary
4	Who to David loved a pretty girl knows
28	a girl toll David from David for Mary
2	David hated John cried the big man kissed
10	a bells from the bells to Who knows
3	Who from the child kissed John went Who
3	John loved Who kissed a cheap big bells
18	David says Who toll to the pretty girl
17	Mary for David kissed David to a woman
22	the pretty bells kissed David loved for John
40	Mary ran John hated for Mary for Mary
14	Mary from Who cried from Who to David
13	Who to John for a cheap woman went
1	a cheap big child hated the bells hated Who
6	a bells loved Who ran Mary for Who arrived
9	David for a child arrived Mary to Who knows
3	a cheap woman toll the big cheap woman knows
3	a big girl kissed a woman fell David loved
9	a pretty girl to David to the bells hated
14	a big woman fell David knows for the bells
14	the woman went the cheap man toll to Who
5	the girl went Who hated Who kissed a child
24	Mary for John to John for a girl kissed
12	a man loved the cheap child to a child
6	Who to David cried a woman knows Who loved
4	a child to Who cried the pretty man toll
8	Who for Mary hated John kissed Who knows John
5	a pretty pretty girl to a big girl loved
4	a bells cried a girl cried the bells fell
9	John kissed a bells to a big cheap girl
6	Mary arrived Mary hated the pretty cheap pretty man
13	David from David ran the girl for a woman
3	John says David to John arrived David loved Who
2	a cheap woman for a child toll David went
16	David for David went David loved David for Who
10	David arrived David for Who from a girl kissed
4	the cheap child to Mary cried the big woman
3	a child says Mary for Mary says Who kissed
4	John to a man arrived the cheap big woman
4	the cheap girl went David arrived John hated Mary
7	the woman for John arrived David loved John kissed
14	David says the cheap pretty bells kissed to David
14	John for a woman hated David to a girl
5	John toll a girl went David kissed David ran
30	a child went a girl to David for Who
6	the pretty child for the bells from Mary cried
19	Who for Who hated to a man from David
4	Mary hated Mary toll the woman went a woman
4	Who loved a bells arrived Mary fell the woman
6	a cheap cheap woman fell David for David loved
14	a bells for John went the woman for David
13	the big bells to Who loved to a bells
8	a man to Mary arrived from a pretty child
30	David toll the girl for the child for John
4	the girl knows the pretty cheap big bells cried
9	David to the bells to the cheap girl kissed
22	a pretty big child knows from Who for David
5	David kissed Mary went Mary ran a child cried
10	the big bells fell the big man to David
3	a woman says the woman says the big woman
5	a pretty pretty girl knows the pretty big woman
5	Who to a pretty child fell a woman fell
12	Mary says a man knows a child for David
6	a girl from a girl fell the cheap man
19	a bells to Mary to Who ran to Mary
4	David says Who kissed the girl fell Mary knows
3	Mary went Who to the pretty bells loved David
8	a child from the woman for Who arrived John
17	the big cheap cheap big man arrived from John
19	John for John says to Mary to a man
2	the child loved John from Who loved the bells
9	the pretty big cheap woman went John to Mary
10	John cried David to a woman cried to Who
15	Who toll a pretty bells says from a man
3	David hated the girl kissed the cheap child hated
8	Who loved the big cheap big pretty child arrived
13	the bells for the child knows Mary for David
6	John toll Mary went the cheap child hated Mary
19	David arrived a woman for John for the woman
12	John from a woman arrived to a cheap woman
15	the bells for David arrived from Mary for David
6	Who from the big big bells says a bells
21	John kissed the big big bells from a child
7	Mary hated a cheap big big woman from Who
5	Who kissed the child from a woman ran John
7	the child for a bells arrived to the child
3	a cheap big big pretty pretty bells toll Who
25	Who knows John ran a girl went to David
11	David for a cheap cheap man to David kissed
20	a girl for Who to John from Who arrived
22	John to a girl went for Mary from Mary
5	John from Mary arrived a big cheap bells cried
6	John fell David to a big pretty girl ran
10	David to the bells for Mary says a child
8	Mary went the big man kissed a bells fell
7	David arrived the bells knows John for Mary knows
26	the man knows from a woman from the man
6	the big cheap pretty pretty woman toll the child
6	a big big pretty cheap man to John arrived
10	a girl hated a bells to the pretty man
8	the child from Who for a pretty girl toll
16	Mary from Mary for Mary kissed a bells hated
6	Mary says the child from Mary says the girl
16	David kissed from Mary for a cheap pretty girl
4	David went a man cried the cheap pretty woman
11	Mary for John for Who toll a big child
7	a man toll David for a girl says Mary
6	the cheap bells cried a big child says Who
8	the pretty man to Who for David knows John
10	John for the pretty man from a child knows
4	a cheap cheap woman knows the big girl hated
6	Who from John hated David kissed a woman knows
22	Who fell Who for a woman from the child
3	a woman to Who hated Who from David kissed
8	Mary hated David says John loved the big girl
13	the woman hated Mary from a cheap cheap bells
10	John knows a bells arrived from a pretty child
8	David from a cheap cheap pretty girl says John
27	John went from a cheap child to a man
9	a woman from David from John went Who cried
2	Mary cried John for Mary says a woman fell
7	the big bells arrived the pretty cheap big girl
8	a cheap child fell David says Mary to Mary
10	Who from the big girl for David ran Who
19	Mary hated a child hated Who to the man
12	Mary for John for David cried Mary fell Who
9	David from David arrived to the pretty big woman
9	the big big man from David to John loved
18	Mary arrived Who from John knows to a girl
27	John went Who to David to the cheap child
10	David for a pretty big big big girl ran
5	John ran Who to the man loved John toll
23	David for Who says Who for Who from David
8	Who to Who loved the pretty bells from Who
5	David from the girl fell the bells arrived John
9	the cheap man went Mary from a big child
13	Mary from Who for Who went Mary for Mary
17	John from a bells to Who says for David
5	Who says a big child from a child fell
2	a cheap pretty man for Mary toll Who says
4	a girl says a big cheap man cried Mary
6	the cheap cheap cheap girl for a woman toll
11	John for Who kissed Mary kissed to the girl
2	David from the pretty girl kissed a cheap woman
16	David loved the girl for David ran from David
14	a big child kissed the girl for a bells
21	Who hated David loved David from a big bells
4	the child toll David went a bells says John
8	David to a bells knows a man from Mary
9	the pretty cheap girl loved a woman to John
18	David fell David kissed Mary hated from a man
5	Mary from John ran a woman to David toll
8	a child for the big man for Mary hated
4	the cheap woman loved David kissed a pretty man
65	Mary cried Mary from David to Mary from Mary
4	Mary to the girl loved David arrived John knows
9	John to the cheap woman hated David to David
4	Mary from Who arrived David knows the big girl
8	Who went a woman to a cheap man loved
6	a child toll the bells from John cried John
13	the child fell a girl fell Mary to Who
26	the pretty child went to a woman to John
10	John hated the big man from the cheap woman
4	the man from the pretty man says the woman
15	the pretty big woman toll Mary ran for David
18	a man loved for Who to the pretty girl
4	a bells hated Mary fell the big bells arrived
17	Mary to the girl from Mary to Who loved
4	Mary hated John to a bells arrived a man
6	a cheap big big girl says the cheap bells
4	John for David says the big big cheap woman
12	Who from the woman for the woman toll Who
9	Who hated Mary ran to the big big man
4	John went John knows John to a bells hated
5	the girl went the bells for a man kissed
6	Mary went John toll John hated John knows John
5	Mary arrived Mary cried John to David cried David
3	a child to Mary went a pretty big child
9	a girl from John toll Mary says from David
6	a big pretty girl fell David knows Mary ran
6	John says the cheap cheap woman for Mary went
2	David fell Who for Mary ran a cheap girl
3	Mary fell the child from John hated David knows
8	John loved a cheap girl from Who cried Mary
11	Who toll for a cheap big big big woman
11	Mary kissed the cheap child ran David to David
4	a child to a girl kissed a girl loved
3	Who arrived Who to the girl to David ran
9	Mary to a girl to John arrived John kissed
7	the pretty child fell a man to Who cried
10	Who to Mary from the cheap man cried David
20	Mary fell David to Mary ran John from Mary
44	a man toll Mary kissed to John to John
6	Who from a bells fell the cheap woman knows
7	the cheap cheap pretty cheap child went John cried
14	John to Mary knows the child fell for Mary
9	David for John from a child toll a child
15	the man fell David ran Who for a child
4	John from the child hated David fell the man
19	the woman toll John toll Mary cried for John
12	Mary for a girl arrived Who cried to Mary
6	Mary from David loved David for John loved Who
3	David ran a cheap man toll a big bells
10	John ran Who hated the big big man ran
9	a child to David toll Who to a man
8	a big cheap girl for David loved to Mary
4	a big man for the cheap pretty child hated
2	John fell a cheap man kissed John fell David
6	the big child cried John toll a girl ran
5	Mary knows a bells for Mary to Mary went
46	John toll a woman cried from David from David
20	Who ran Who from the big cheap cheap girl
23	Who for David from Who kissed to a girl
11	John from the cheap cheap bells fell for Who
12	a big big child knows Mary from the bells
44	David knows John knows from a man from Mary
10	Mary says David from Mary from David knows David
3	the pretty big woman for Mary loved a child
19	John to David from the girl toll to John
49	a child fell to Mary for John from Mary
6	David to Who loved a pretty man arrived Who
8	a cheap bells to David hated David from Mary
22	John ran Who to a cheap man from Who
23	a bells arrived from the big man for Mary
3	a girl toll Mary to the pretty child says
4	Who for Who loved the woman knows the woman
17	a woman hated David to a bells for Mary
5	the bells cried the big child toll a man
16	the girl fell Who for Who ran from Mary
24	a pretty bells knows Who to David to Who
16	a pretty child arrived a girl fell for David
57	David went to the child from David from Who
41	John arrived Who arrived Who to Who from Mary
3	the bells arrived the pretty girl to Who arrived
10	a child kissed Who for John from David hated
6	a bells from the bells to a woman fell
9	Who loved a cheap big child hated a girl
4	David ran the cheap pretty child kissed Mary says
2	the big big big girl went a child says
8	a girl hated a big cheap woman to Who
56	Mary knows to David to the woman for Who
1	the man arrived a bells kissed Who knows Who
20	Mary says a pretty bells for David to Who
8	a man loved to the pretty cheap big girl
9	Mary for the big man hated to the bells
16	a man cried a girl cried from a bells
7	the cheap child went Mary to a girl toll
6	a cheap pretty man to a child loved Who
12	the big woman says from the cheap cheap child
8	a girl hated the cheap child fell Mary hated
12	Mary loved Who kissed a man for a girl
9	a big pretty pretty bells kissed for a girl
12	the child arrived David cried from the cheap woman
18	David ran Who toll a big man from Mary
41	Mary went Mary toll to Who for a child
23	the child hated Who for John from the girl
3	Who from Who toll David for a child cried
8	the bells to Who cried David loved a girl
6	John arrived a cheap pretty cheap woman knows John
7	the cheap man to a bells fell the man
12	a bells from Mary for a girl loved John
2	the girl from the cheap big girl kissed David
20	the big bells arrived to David to the man
6	a cheap cheap big girl for David loved Mary
4	a bells to Who went the girl loved John
2	John to a big child knows John hated Mary
5	a woman for a cheap woman ran Mary went
4	the cheap bells from Mary ran Mary toll John
12	a girl knows Who fell the bells from David
8	the big man for a big child went Who
4	Who cried John hated a man from John went
4	a child for the big big cheap man knows
19	David cried from a big pretty girl to David
6	John from the cheap cheap bells fell Who toll
4	a pretty man to John kissed a man kissed
2	the big woman arrived Who to David ran Mary
4	a big big woman went Who kissed the bells
7	the bells to Mary for John says a child
31	David arrived from Mary from John to the bells
13	a woman for the big woman kissed from David
15	Mary from John for a big cheap child says
25	Who from David to a bells for John hated
3	the pretty cheap cheap pretty big cheap woman fell
20	John ran the woman went Mary ran from Mary
14	Mary to John cried John from the cheap man
4	Mary kissed a cheap pretty cheap big cheap girl
3	a man kissed David kissed a pretty cheap girl
7	the man went a cheap cheap cheap pretty child
19	John cried Who ran John says John to Mary
6	a bells for the bells ran Mary hated David
6	a pretty child to a bells ran to Mary
6	a big bells ran a child hated a child
6	a pretty big cheap woman went Who kissed Mary
9	a pretty cheap bells went to the cheap bells
11	Mary from John to a girl went David went
37	Who for Mary from Who to John loved Mary
3	Mary toll the child says the bells knows Mary
18	John loved for the woman for a cheap girl
3	John from John knows the girl loved David ran David
3	Who from a child kissed the big cheap bells arrived
17	John kissed for the cheap cheap cheap bells to John
27	the cheap girl arrived Mary to a woman for David
5	John arrived the man from Who arrived the pretty child
5	John knows Who fell Who kissed David went Mary knows
1	Who kissed John from Who cried a bells loved Mary
4	the pretty big man from the girl arrived Who went
18	Mary fell John to a big woman hated for Who
4	Who hated Who for Who cried a cheap girl knows
4	the pretty girl hated Who knows Who arrived a girl
4	John toll a big man fell John for Mary loved
10	John ran the big pretty cheap woman went for Who
3	the big pretty cheap woman knows to the cheap child
11	John loved a pretty pretty man hated from the child
9	the cheap child went Mary from Who went from David
4	Mary to a child cried a child cried a man
17	a bells to the girl went David arrived to John
7	Mary fell a pretty pretty cheap big man for Mary
4	a bells to John cried the girl arrived a woman
11	Who from Mary cried to the pretty cheap big woman
6	a bells went Who from the pretty child hated David
7	the cheap child kissed the big girl for the girl
1	the pretty man from the pretty child went a girl
2	Who says Who fell Mary fell the girl cried John
4	Who to a cheap cheap pretty cheap bells hated David
47	David ran from David from a girl to the girl
10	a girl for a cheap girl arrived for a man
4	John toll John fell a pretty bells loved David toll
4	a big woman ran a big woman kissed a girl
3	a girl to a big big pretty pretty man kissed
4	the big child toll Mary for the bells went John
2	the woman loved David hated Who toll Who ran Mary
6	Who toll the big child from the big woman fell
5	the woman for Mary toll a big woman hated David
4	Who toll the bells hated John for a man cried
7	the girl for a man for a woman cried Who
2	a girl for Who fell David for a woman kissed
3	the bells ran David cried a bells for David toll
3	Who for Mary loved the girl to a man knows
5	Mary cried a pretty cheap big pretty child toll Mary
6	a big man to David ran a pretty pretty child
4	David hated the woman kissed a child loved the man
5	Who from John for Who says the big big child
4	John kissed David arrived the cheap girl says a bells
11	a man hated Who kissed to a pretty big child
4	Who arrived David hated the girl from a bells kissed
18	the bells cried David arrived the big child from John
2	the woman went Who from Who ran Mary ran Mary
2	the pretty bells kissed the man from Who knows Who
6	a big bells hated the pretty pretty pretty big woman
13	John went a child cried David from the pretty child
3	David for Mary ran the man to David ran Mary
23	John to Who from David went Who from the child
5	the cheap cheap cheap big man for a girl knows
4	the big bells from the child arrived a big girl
4	John for a big girl knows the pretty cheap girl
3	David loved Who ran David to a pretty woman loved
4	the cheap bells went the child went a cheap bells
2	John to a man toll a woman from Mary cried
10	a man toll a girl to Mary says a girl
7	John fell Mary from a pretty bells for Mary fell
3	John knows Who from the girl hated a pretty man
37	the big man says Mary kissed from Who from David
3	John for a cheap big cheap woman ran a woman
17	a bells from the bells cried from Who for Mary
4	a big big cheap cheap pretty girl kissed a child
1	a big cheap big woman cried the pretty big child
3	the cheap cheap pretty cheap woman knows John cried Mary
7	a woman arrived a man cried a man cried John
1	David went David kissed David to Mary hated a man
2	the big big cheap girl loved John cried a woman
1	a woman hated the big big girl hated a girl
4	the man for the child arrived David toll the child
3	a bells to a pretty cheap cheap man kissed Who
3	a woman cried Who knows Mary to John fell David
12	a big big bells cried to a child to Who
1	a woman fell Who for the bells cried the woman
4	the cheap big cheap girl to David arrived to Who
15	David to David cried John for John loved from David
11	John kissed David for a girl to the girl loved
4	Who fell a pretty child to a bells toll David
3	the woman arrived the man loved Mary to Mary cried
5	a bells to Who to a big pretty woman arrived
10	Who for the child from the pretty pretty girl loved
6	a big girl knows a man cried Who went David
15	a man for David from the child arrived from Who
2	a cheap man says John toll the big bells arrived
5	a pretty pretty cheap pretty big man knows David cried
5	David for Mary hated David ran David for Who arrived
7	the woman to a cheap pretty woman says for Who
6	the bells kissed Mary from a big cheap woman knows
18	David went a girl knows for the big cheap child
5	a child to David hated the big cheap bells loved
6	David from a cheap pretty woman hated Mary from David
2	a man says Mary to Mary knows the child kissed
5	a girl hated a girl to David ran John fell
2	a man hated John says a pretty pretty girl arrived
2	the cheap big man to David hated Who ran David
4	a cheap pretty man toll John says the pretty girl
5	a big big man fell the child hated a child
13	a pretty man for the woman ran Who for David
6	Who says a girl says David fell the big child
9	the pretty girl loved Mary for David for Mary ran
7	Mary kissed a child to a pretty cheap big girl
4	a girl toll the cheap cheap pretty cheap woman hated
46	David cried to a girl for the girl to Mary
12	a child went from the pretty pretty cheap cheap girl
6	the big pretty man to John loved a big bells
4	John arrived Mary for David fell David ran a woman
6	David toll the girl says John toll a bells hated
6	Who to the woman from the big bells toll David
15	a pretty pretty girl knows for David for the man
14	David went David for Who kissed a man to Mary
4	Mary ran Mary hated the bells hated Who kissed Who
5	John from a pretty man fell a pretty man cried
4	Mary loved a man knows John kissed John arrived David
116	Who kissed to Who to David for John from Who
5	John cried a big woman ran John loved John arrived
5	Who from the cheap big big man went to Mary
3	a pretty cheap man from Who knows the girl loved
6	Who fell Who to Who for a pretty bells hated
9	Who for Who went a cheap man kissed Who says
6	David for Who to David knows a woman toll Who
4	David to John from John hated Mary cried a man
10	David to David from John hated Who loved Mary knows
5	the big child loved a pretty cheap pretty child loved
3	a big pretty pretty bells hated John toll David knows
6	a child for a pretty bells knows Mary from Who
3	Who ran the pretty girl loved a pretty child says
3	David from the pretty child hated the bells says Mary
3	a big girl toll David toll John from Who cried
6	a cheap big child hated a big big big child
3	the girl toll Mary for the girl loved Mary says
5	Mary for Who kissed Who ran a cheap big man
4	a big big man fell John for the man kissed
5	Who to a big big woman kissed David says Who
5	David ran Mary arrived the pretty child for Who toll
3	a child from the woman arrived the cheap big girl
5	the big big cheap pretty woman from Who hated John
8	David for Who from the woman arrived a child arrived
5	John from the woman toll David arrived Who fell John
12	the big pretty cheap girl arrived to John for John
8	the bells to Mary to Who arrived Mary toll John
16	David kissed the girl from David hated from the bells
8	a man ran Who for John says a pretty child
11	a child ran a pretty bells loved for the man
6	Mary arrived Who cried Who ran the pretty man says
5	the man for the bells knows Mary for Who loved
4	David from Mary toll a cheap girl knows the child
2	the big child hated a cheap man from John knows
5	David kissed Who for John kissed Who to Who loved
2	Who says a girl loved the child to Mary ran
3	Who for the bells says Who kissed a child fell
2	John kissed the cheap man says Who loved a man
6	John went Mary kissed Who toll Who says a man
3	the bells from the big girl fell a pretty bells
6	the woman from John ran John cried a cheap girl
3	David from a big child kissed Mary to Who says
9	John cried the cheap man from the pretty pretty child
3	John for John cried the cheap cheap pretty pretty woman
4	Mary loved John for the cheap woman toll the child
14	Mary hated a man for Who says Mary for Who
2	a woman from John knows David says Mary loved John
4	Mary ran the woman from Who says a girl toll
2	a cheap big girl knows the child to David went
8	Mary for a child from John cried David cried Mary
12	David for the pretty cheap child from the bells says
5	a big big girl to David for the bells kissed
2	the cheap big pretty big big big big girl arrived
5	John to a man loved Who hated a pretty woman
5	the child cried the cheap child from Who went Mary
16	a cheap man to Who hated David loved to Who
63	the girl went John to David from David to Who
3	the big man knows Who loved the girl hated David
7	John to John went David toll a big child knows
3	a woman says a pretty cheap big woman cried John
4	a girl to the big bells went the child knows
3	a pretty pretty girl for a bells toll the man
9	a man to a man for Who ran David fell
10	the woman for David from John to a child fell
12	Mary to John went David hated David to a child
11	Mary from John for the big man cried the man
4	a bells knows the woman kissed the pretty big man
2	the pretty pretty man fell Mary for Who toll David
8	a woman for John kissed a woman to the bells
12	the child ran a bells from John to Mary went
7	Who ran David for Who for David arrived a girl
3	a pretty girl to Who says Mary to David fell
2	David hated a child to the man fell David ran
3	a cheap man says Mary knows the big cheap child
33	a child ran the child arrived for John for Who
12	a child to Mary from the bells knows Mary cried
22	Who kissed a pretty bells for the bells from David
4	David knows a girl says John for Mary arrived John
9	John to David for Mary loved Mary from Mary toll
18	Who for John for Who knows to the cheap bells
10	John from a cheap man hated a child for John
4	a pretty girl kissed the child loved the girl says
1	a big child to a cheap pretty big bells fell
5	Mary went Who hated a girl cried the cheap child
5	David says a pretty cheap bells toll a pretty man
6	David to a girl toll Who from the pretty woman
21	Who to Who toll from a big bells to John
4	Who arrived the pretty woman to Mary fell Who hated
7	the woman from the pretty big girl kissed a man
6	the cheap big woman for a big woman kissed Who
3	Who hated the pretty pretty bells to David fell Who
3	the big cheap big woman from David arrived a bells
8	Who to the cheap big man for Mary cried Who
17	Mary from Mary hated David for Who for a child
2	a pretty girl for a bells from David arrived Mary
7	Mary for David ran David cried a bells hated Mary
7	the bells says the girl knows Who toll Mary hated
6	John hated from a big cheap big pretty cheap girl
8	the child loved Mary to John went to the child
4	Mary to Who went Mary toll David says John arrived
20	the man ran the child for Who from the woman
23	Who ran John from the child kissed Mary to Who
31	John went a woman loved David fell Mary to Mary
9	a man hated the cheap big child to the bells
14	Who arrived John for the bells fell from the bells
15	Mary loved Mary says Mary from Mary toll from David
9	Who says a pretty pretty man knows John hated Who
20	the man toll Who to a big child from David
9	a child from David for Mary arrived a man kissed
3	a big big girl went John arrived the girl cried
13	a big cheap girl knows David ran David to Mary
7	John knows John arrived the cheap girl to a man
9	David for Mary arrived a bells ran to a bells
10	David for a woman to a bells loved Mary knows
19	John for David to the bells for the woman ran
10	a girl to a big girl to the bells knows
13	the man ran the cheap man to the pretty man
8	David ran Who from a cheap pretty big pretty child
10	the pretty woman to a big woman kissed for Who
12	John says a child from a woman from John says
14	a man from John from Mary arrived from the girl
15	John for Mary from a cheap big man cried David
23	a woman knows Who toll a girl cried from John
40	Mary hated John kissed from the girl to the man
14	the girl arrived the man toll from the cheap bells
21	John toll David for David loved David loved for David
4	David from a big pretty girl went to the child
23	David cried a pretty big child from David to Mary
44	John knows from Mary from David to the pretty bells
8	a bells to a big pretty woman to Mary says
13	a big cheap girl kissed for the cheap pretty man
5	David to the pretty big woman went the cheap girl
26	David says Who toll the bells hated Who from Mary
20	Mary says a man to a pretty woman for David
40	John hated a cheap girl loved from David for John
24	David fell the child to Who to a big girl
7	Mary toll John says a woman to a cheap man
18	a cheap child knows Who to David from the child
4	the man to Mary arrived a girl fell David says
5	Who to David loved John for the big big girl
16	a cheap child fell from the man from the bells
5	the big bells cried John from Who kissed Who hated
48	a girl fell from John for John to the man
50	Who to John to Mary to Who kissed to John
18	Who fell John knows for the big cheap big girl
11	a pretty woman from Who for David says John fell
17	Who fell the woman from the child says to Mary
8	Who for a girl to a man hated a man
4	the cheap big pretty bells cried Mary to Who ran
23	Mary fell Who toll Who says Mary to a bells
