# Copyright (c) 2026 Joseph Potashnik. Submitted for peer review to JMLR. Do not distribute or use without permission.
# Samples of Target EnglishFragmentPPAdjunction1.txt #
Count	Sentence
6	a child says a bells loved a girl
10	a girl cried from a bells from David
7	the girl hated the girl from the bells
7	David fell from a man for the woman
6	a girl says the man knows Mary cried
5	Mary says Mary knows David went for Mary
11	Mary knows Who hated Mary to the child
10	a child went for a woman to John
2	John says a child says Mary kissed Who
3	the bells kissed Mary from David for a man
4	a child went from a child from a child
9	Who knows David loved a woman from a child
8	John knows David says Who knows a woman fell
2	David kissed Mary for John for Mary to David
2	Who says Who says the girl knows Mary ran
15	John says Mary fell to Mary from a man
8	John knows the child knows Who hated a man
11	a bells says Who toll to David from Who
6	Who says David says Mary knows Mary kissed Who
2	the bells says the woman says David loved Who
3	Who ran to a man to Mary for Mary
4	John kissed Who from a child for the girl
7	Who says Who says David arrived from a girl
12	the woman knows a girl cried to the child
15	John knows Mary hated Who for David from Who
4	a girl toll for David for John for Who
7	David went to the woman from John for John
5	the child knows Who says a girl kissed Who
2	a girl fell for Mary for Mary for Mary
3	John says John says a child toll to John
10	a bells hated a man from Mary for Who
17	a bells knows Who fell to David to Who
6	David says David knows the bells loved the child
3	David knows the girl knows Who knows David cried
8	a bells fell for the child from the bells
6	Mary kissed a child from a child to David
5	David fell for Who to Mary from the man
5	John says the child says a child hated Who
5	David says a woman says Who arrived to David
3	David hated the bells to Mary to a girl
12	Who knows John says Who cried to the child
23	Mary knows Mary says John kissed David to Who
4	Who ran to David from the woman from Mary
9	the woman kissed Who for the child from Mary
8	Who knows a child kissed a girl to David
8	John knows John toll to Mary to a girl
25	David says the woman ran for Mary to John
8	Who arrived for John from the woman for John
20	a child says David says John cried from Mary
13	David says Who toll to the bells to John
8	a child knows Mary hated David to the woman
9	a bells says Mary says John kissed a girl
7	a child knows David knows Who toll from Who
10	a bells knows a bells went from a woman
4	a bells says David says David says Who cried
12	Mary knows a girl kissed Who from the child
9	Who says a girl arrived to David to John
5	a child says David loved a child for Mary
6	a bells knows the girl knows a bells fell
18	Mary says John says the man ran from Mary
16	a woman says the woman hated Who to Who
20	Mary says David fell for a woman to John
9	Who arrived for Mary from David from the woman
17	David knows a woman knows John cried for Mary
8	the girl says the girl hated the child to David
9	John says John says Mary knows Mary loved the bells
7	the man ran for the man from Mary for Who
4	a bells went from David for the bells to David
1	the bells kissed a girl from Mary from the woman
2	a man says John knows David toll for a woman
3	David knows a girl knows a man went to David
4	a bells says the woman knows Who toll for Who
7	Mary says the girl loved the man for a girl
6	a man says a child knows Who says David ran
6	the woman toll for Who from David for the woman
2	David says the bells knows Who says Mary loved John
4	a child loved a bells from a child from David
8	a girl hated David for John to John from David
3	John kissed John to the woman for David for Mary
1	a girl says the bells says David hated the woman
7	Who toll to a bells to a woman from Mary
21	David knows Who kissed David for a woman to David
4	a bells says John says Mary says John hated David
34	John knows John knows John ran from John to David
9	David ran for a girl for John to a child
18	David knows David cried from a woman for a bells
6	Mary toll from John for the man for the bells
22	the child says Mary fell from the man for David
3	the child loved David for the woman for a girl
9	John says the bells arrived for a woman from David
7	Mary says John knows Who says Mary says Who cried
17	the woman says Mary ran for Who from a bells
4	Mary kissed David from John for Mary for the child
17	the girl says the child says David fell for David
4	Mary says a woman knows David says a man cried
8	John toll for a child from Who from a bells
7	Who says John knows a bells toll to a woman
18	the bells says John knows David ran to a child
8	John knows David knows John knows a bells hated Who
11	a girl says a woman hated Mary from the girl
15	the girl says John says a child cried to Who
12	Mary knows a man arrived to Who from a woman
10	a girl fell to Who for John for the girl
14	John says David says Who loved Who to a child
13	Who says the girl loved Who to Mary to Who
17	a man knows Mary hated Mary from David for John
15	Who knows the bells knows Mary loved David from David
15	David says Who ran from David from John from Who
13	John says John hated a bells for David from Mary
13	Who knows Mary knows the bells kissed John from John
5	Mary ran to the girl from a girl to Mary
7	John hated Who from John to the girl to John
4	David says the man knows the man kissed a child
8	Mary knows John says the man says John hated John
8	the bells knows Mary says a child knows Mary fell
2	a child says John knows a man toll for Mary
5	a girl arrived for a man from David from John
9	a child says a bells knows a bells hated Mary
15	Who knows Mary knows David knows Who cried from Mary
20	David knows Who knows David toll from David from Who
7	David says Mary knows the woman says a woman cried
6	the woman knows Mary says the woman hated a woman
4	Who knows the child knows the bells knows David ran
10	Who says a girl knows the girl cried to David
4	David arrived from Mary to John for Mary to Mary
4	Mary ran for Mary to the child to the woman
10	a child knows David kissed a woman to a child
14	the child knows a woman ran from Who for Who
8	John knows Who went for a girl to a child
6	John says a woman ran for the girl from Who
12	Mary knows John toll to Mary from Who from Who
16	Mary knows John says David loved the girl from Who
9	the girl knows the man went to Who from Who
12	David knows Who says the bells fell to the woman
4	David knows Mary says John knows Who toll for John
4	the woman cried for Mary from the bells from Who
16	David knows the girl fell for John from the bells
17	Mary knows a child knows John ran for a bells
4	Mary hated a man to a woman for the man
11	a man knows David went to a girl from Mary
6	a child says John arrived to John to the bells
9	David says John hated Mary for Mary to the girl
14	the woman knows David says John says a child ran
7	the girl knows Who knows Who loved David for Mary
3	John fell for Mary from John from John from John
