# Copyright (c) 2026 Joseph Potashnik.
# Licensed under the MIT License. See LICENSE.txt for details.
# Samples of Target Dyck3.txt #
Count	Sentence
7	( [ { } [ ] ] )
5	( ( ( ) [ ] ) )
4	{ [ ] { } } { }
11	[ ( [ [ ] ] ) ]
14	{ { } { } { } }
6	{ { { } } } [ ]
4	[ ] { [ { } ] }
9	{ ( ( ) ) { } }
5	[ { } ( ) ] ( )
7	[ ( ) { { } } ]
12	[ ] ( ( ) ) [ ]
5	( ) ( [ ( ) ] )
10	[ { [ ] } ] ( )
12	( ( ) { } ( ) )
4	[ ( { [ ] } ) ]
9	{ } [ [ ] [ ] ]
2	[ { } ] [ { } ]
4	( ) ( [ ] [ ] )
6	[ { } ( { } ) ]
32	[ ] ( ) ( ) ( )
6	( [ ( ) ] ) ( )
7	[ ( ( ) ) ] [ ]
13	( ) [ ( ) ] [ ]
6	{ { } } { { } }
6	{ } ( [ { } ] )
6	[ [ ] [ [ ] ] ]
6	[ ( { { } } ) ]
6	( ) ( { { } } )
5	( ( ) ) [ { } ]
4	( ) { [ ] ( ) }
7	( ) { } ( ( ) )
8	{ ( ) { } { } }
7	{ ( ) ( ) } ( )
2	( ( [ ] ( ) ) )
6	( ) ( [ [ ] ] )
12	{ [ ] { } ( ) }
8	( ) [ ( ) ] ( )
7	{ { } } [ [ ] ]
3	{ ( { } { } ) }
7	( ) { ( ) } { }
6	[ ] { [ [ ] ] }
8	( ) [ [ [ ] ] ]
34	( ) ( ) { } { }
16	( [ ] [ ] { } )
5	{ { ( ) } ( ) }
11	[ [ ] ] [ ] [ ]
4	( ( ) ) [ [ ] ]
8	[ [ ] [ ( ) ] ]
10	{ [ ] } [ ] ( )
3	( ( [ ] [ ] ) )
6	( ) [ [ ] [ ] ]
7	( [ ] { } ) { }
8	{ ( { } ) } { }
15	[ ] [ ] { ( ) }
2	( ( ) [ ] ) [ ]
7	[ [ ] ( { } ) ]
3	( ( ( ) ) [ ] )
5	( { ( ) [ ] } )
12	( [ ] { } { } )
6	[ [ ] ( ( ) ) ]
6	[ [ [ ] ( ) ] ]
14	{ } ( ( ) ) { }
18	[ ] { } { { } }
3	( ) { [ ] [ ] }
5	{ } ( ( [ ] ) )
3	[ ] [ { { } } ]
14	{ ( ) [ ] [ ] }
8	( [ { } ] { } )
6	[ ( ) [ ] ] [ ]
3	{ [ ( ) [ ] ] }
7	[ ( [ ] ) [ ] ]
7	{ } [ ( ) ( ) ]
2	( ) ( ( ) { } )
6	{ [ ] ( [ ] ) }
10	{ [ [ ( ) ] ] }
6	( ( ) [ [ ] ] )
10	[ ( ) ( ) ] ( )
8	( ) ( ( ) ) ( )
8	{ ( { ( ) } ) }
5	( ( { { } } ) )
12	( [ ( ) ] ) [ ]
2	( { [ ] { } } )
9	[ { } ] { [ ] }
6	( ) [ { } ( ) ]
3	{ } { ( { } ) }
8	[ { } [ [ ] ] ]
17	[ ] { ( ) } { }
3	{ ( { } [ ] ) }
5	( ( [ [ ] ] ) )
5	( ) ( { [ ] } )
5	( [ ] ( [ ] ) )
5	{ ( [ ] ) } { }
2	[ { ( ) } [ ] ]
8	{ ( ) { [ ] } }
8	{ [ ] } ( { } )
12	[ { } ( ) [ ] ]
4	{ ( { } ) ( ) }
5	[ ] [ ( ) [ ] ]
2	[ ] { ( ) { } }
6	{ [ ( ) ] } { }
6	[ ] ( ( ( ) ) )
7	{ { [ ] } } { }
3	( ( ) { } ) ( )
1	{ [ { } ] ( ) }
3	( ) [ { ( ) } ]
2	[ ( { } ) ] { }
3	[ ] ( [ [ ] ] )
6	{ [ ] } [ ( ) ]
6	( ( ) ) ( [ ] )
4	( { } ) { { } }
7	{ [ ] [ ( ) ] }
3	[ { } [ ] ] { }
7	{ ( ) { } } [ ]
4	{ ( [ ] ) { } }
12	{ { } } [ ] { }
5	[ ] [ ( ) { } ]
5	{ ( [ ] ( ) ) }
2	[ { [ ] } ] { }
5	[ { { [ ] } } ]
6	[ { ( [ ] ) } ]
8	[ ] [ { } ( ) ]
3	{ ( ) [ ] ( ) }
6	{ ( ) ( ( ) ) }
6	[ { } ] ( { } )
12	[ ] { { } } ( )
6	( { ( ) } { } )
5	( ) { { } [ ] }
11	{ } { } { ( ) }
5	{ [ ] [ ] } { }
7	[ [ ( ) ] ] ( )
7	{ [ [ ] [ ] ] }
7	{ ( ) } [ ( ) ]
4	( ( ) { } ) [ ]
10	( ( [ ] ) ( ) )
7	( { [ ] } ) [ ]
5	{ [ [ ] ] } [ ]
4	[ [ ] { } ] { }
3	( ( { } ) ) ( )
3	{ } [ ( { } ) ]
3	( [ ] [ [ ] ] )
4	[ { } ] { { } }
7	( ) ( ( ) ( ) )
5	{ } ( { } [ ] )
5	[ [ ] ( [ ] ) ]
1	[ ( ) [ ( ) ] ]
3	[ [ [ ( ) ] ] ]
6	[ [ ] { { } } ]
3	( { [ ] [ ] } )
12	( ) [ ] ( [ ] )
5	( { } ( [ ] ) )
7	( ) { } [ ( ) ]
7	[ ( ( { } ) ) ]
3	{ { } ( ) } [ ]
12	[ ] [ ] { [ ] }
3	[ [ [ ] ] ] [ ]
10	( ( ) ) { [ ] }
6	{ { } ( ) ( ) }
10	[ ] [ [ ] { } ]
4	( [ [ ( ) ] ] )
5	[ { } [ { } ] ]
1	( [ ] ) [ ( ) ]
2	{ } [ [ ( ) ] ]
6	[ [ ] { [ ] } ]
3	[ [ { } [ ] ] ]
3	{ ( ) } { { } }
5	{ { { } { } } }
5	[ { ( ( ) ) } ]
3	( [ ( ) { } ] )
5	( { ( ) } [ ] )
4	[ ( [ ] ) ( ) ]
3	( { } { ( ) } )
4	{ { { [ ] } } }
4	[ { ( ) [ ] } ]
6	( ( ) ( ( ) ) )
2	( ( [ ] ) ) ( )
6	( { { } ( ) } )
2	{ [ ] ( { } ) }
3	{ ( ( ) { } ) }
2	( { { } { } } )
3	[ ] ( { } [ ] )
1	{ ( ) { } } { }
1	( ) { ( ) ( ) }
3	{ } [ ( ) { } ]
2	[ ] [ [ [ ] ] ]
1	{ [ [ ] ] ( ) }
2	{ } { [ ] [ ] }
2	[ [ ( ) ] { } ]
1	( [ ] { ( ) } )
2	[ { } { } ] [ ]
3	( [ { } ] ) ( )
2	{ [ ] } ( ( ) )
4	[ ( ) ( { } ) ]
2	{ } [ { } { } ]
3	{ ( ( ( ) ) ) }
4	( { [ ] } { } )
4	( ( { } ( ) ) )
6	[ ( ) ] { [ ] }
5	{ } { } ( ( ) )
10	{ } { } [ [ ] ]
4	[ ( ( ) { } ) ]
2	[ ( ) [ [ ] ] ]
7	{ } { { } } { }
4	( [ ] { [ ] } )
4	[ { } { } ] { }
3	[ ] ( { { } } )
7	[ ] ( ( ) { } )
4	[ ( ) { } ] { }
5	{ [ ] { } } [ ]
5	[ [ ] ( ) ( ) ]
5	{ } { { [ ] } }
4	( { ( ( ) ) } )
4	[ [ { ( ) } ] ]
2	( [ { [ ] } ] )
2	{ { } { ( ) } }
6	{ } { [ ] ( ) }
3	[ { [ [ ] ] } ]
4	[ [ { } ] ] { }
5	{ } ( ) ( { } )
3	[ [ ] ] { { } }
6	( [ ] [ ] ) [ ]
6	{ { { } } [ ] }
3	{ } ( ) [ ( ) ]
1	( { [ [ ] ] } )
8	[ { { } } ] ( )
8	{ { } ( ) } { }
2	{ { } [ ] } [ ]
3	( [ [ ] ] { } )
6	{ { { } } { } }
4	( ( ) { ( ) } )
5	{ { ( ) ( ) } }
5	{ { ( ) } { } }
4	[ [ [ ] ] ] ( )
3	( ) [ ( [ ] ) ]
9	{ { } { } [ ] }
4	( ) ( ( { } ) )
3	{ } [ { [ ] } ]
3	( ( { } ) [ ] )
9	[ { [ ] } ] [ ]
5	{ { } } { [ ] }
16	[ ] ( ) { ( ) }
6	[ ] { } ( { } )
11	{ ( ) } ( ) { }
4	[ [ ] ] [ [ ] ]
10	{ ( ( ) ) ( ) }
4	( [ ] ) { [ ] }
3	{ [ ( ) { } ] }
6	{ } { { } [ ] }
13	[ ( ) ] ( ) ( )
10	( ) ( { } ) ( )
3	{ { [ ] [ ] } }
5	{ { [ ] { } } }
6	{ } [ { { } } ]
7	[ { } { { } } ]
4	( [ ( ) ] [ ] )
13	[ ] { } ( ( ) )
7	[ { } ] [ [ ] ]
3	[ [ { } ] ] [ ]
8	( { [ ] } ) ( )
8	[ ] { { [ ] } }
5	[ [ ( ) ] ( ) ]
7	{ ( ) [ ] { } }
4	( { } ) { [ ] }
10	( ( ) { } ) { }
4	[ { { } } ] { }
6	{ ( ) } ( ( ) )
7	[ { { ( ) } } ]
3	( ) { { ( ) } }
6	{ ( ( ) ) } [ ]
3	( [ ] [ { } ] )
11	( { } ) ( ) ( )
4	[ { { } } ] [ ]
8	( ) { } ( [ ] )
14	{ } { ( ) } [ ]
8	[ { } [ ] ] ( )
3	( { } ( ) ) { }
5	( ) [ ( { } ) ]
8	( { } ) [ [ ] ]
3	( ( { } ) ( ) )
5	( [ ] [ ] ) { }
3	{ ( ) } ( { } )
5	[ ] [ ( { } ) ]
7	( ) [ [ ] ( ) ]
5	{ { [ ] } { } }
9	{ } [ { } ] { }
4	{ { ( ( ) ) } }
8	{ } ( [ ] ( ) )
7	{ { } ( { } ) }
7	[ ] ( [ ] { } )
11	( { } ) { } [ ]
4	{ } ( [ [ ] ] )
7	{ { } } ( ( ) )
4	[ { { } } [ ] ]
14	( { } { } { } )
5	[ ( ( ) [ ] ) ]
5	[ ( ) ] [ ( ) ]
5	[ { } ] ( ( ) )
6	[ ] [ [ ] ( ) ]
9	[ ] ( ) ( ( ) )
11	{ } { [ ] } { }
7	( [ ( ) ] ) { }
8	( ( { [ ] } ) )
6	( { { } } ) { }
9	{ } { ( ( ) ) }
6	( ( ) ( [ ] ) )
4	{ { } [ ] } { }
6	( [ ( ( ) ) ] )
5	{ { { } } } ( )
8	{ } ( ( ( ) ) )
5	( [ ] ( ) ) { }
4	( { } [ { } ] )
4	( [ ] ) { ( ) }
6	[ ] { ( { } ) }
5	{ ( ( ) ) } { }
7	{ } ( { } ( ) )
7	( ) { ( ) [ ] }
4	{ } { { ( ) } }
5	( [ { } ] ) [ ]
4	( ) [ [ ] { } ]
3	[ [ ( ) ( ) ] ]
7	( ) ( ) [ { } ]
8	{ [ ] { { } } }
4	{ { ( ) [ ] } }
4	[ ( ( ) ) { } ]
9	( ( ) ) ( ) ( )
8	[ { } [ ( ) ] ]
7	{ [ ( ) ] } [ ]
6	{ } ( ) ( ( ) )
11	[ ] { [ ] } [ ]
5	( ) [ ( ) [ ] ]
7	[ [ [ ] ] [ ] ]
4	( ( ( ) ) { } )
4	[ [ [ ] ] { } ]
3	{ [ ] [ [ ] ] }
3	[ ( ) ] [ { } ]
8	[ ] { ( ( ) ) }
8	( ) { ( [ ] ) }
3	( [ ] ) ( ( ) )
6	[ { { } } { } ]
5	( ) [ { } { } ]
7	[ [ { } { } ] ]
19	{ [ ] [ ] [ ] }
6	{ } [ { } ( ) ]
2	{ { { } ( ) } }
8	( [ ] ( ) [ ] )
8	[ [ { } ( ) ] ]
2	[ ( [ ] { } ) ]
10	{ ( ) ( ) } { }
9	{ } ( { { } } )
5	{ [ ( ) ] ( ) }
3	[ ( ) ] ( ( ) )
6	[ ( [ ] ( ) ) ]
9	( ) ( ) { ( ) }
12	{ } [ { } ] [ ]
8	[ ( [ ] ) { } ]
5	( [ { { } } ] )
7	[ [ [ ] { } ] ]
7	{ } { [ [ ] ] }
6	{ } { { } ( ) }
6	{ ( [ [ ] ] ) }
7	( [ ] ) [ ] ( )
8	[ ] ( { } ( ) )
6	[ ( ) [ ] ] { }
4	( { [ ] } [ ] )
16	( ( ) [ ( ) ] )
8	[ [ ] ( ) [ ] ]
5	{ [ { } ( ) ] }
8	{ { } { } } { }
4	[ ( ) { [ ] } ]
7	[ ( [ ] ) ] [ ]
8	( [ { } { } ] )
4	{ } [ [ ] ( ) ]
8	( { ( ) } ) [ ]
6	{ { } { { } } }
7	[ { } ( ) ] { }
4	( [ [ ] ] [ ] )
10	{ } ( ) { { } }
7	[ ] { { } } [ ]
16	( { } { } ( ) )
5	[ [ [ ] ] ] { }
4	( [ ( { } ) ] )
5	[ [ ] ] ( { } )
11	[ ( ) ( ) { } ]
6	[ ( ) ] ( [ ] )
8	( { } ( ) ) ( )
8	[ ] { { } [ ] }
11	{ ( ) } ( ) ( )
12	( ( ) ( ) ( ) )
10	[ { } ] [ ] { }
17	( ) [ [ ] ] ( )
6	{ { } ( ( ) ) }
37	[ ] { } ( ) ( )
9	{ } ( { ( ) } )
5	( ( ) ( { } ) )
14	( ) { { } } ( )
6	[ ] { { } ( ) }
18	[ ] { } [ [ ] ]
9	[ { [ ] { } } ]
10	[ { { } { } } ]
9	( { } [ ] [ ] )
18	[ [ ] [ ] ( ) ]
3	{ { [ [ ] ] } }
32	[ ] { } { } ( )
40	[ ] { } [ ] ( )
10	( { { } } ( ) )
27	( ) { } [ ] [ ]
12	{ { ( ) } [ ] }
41	( ) { } [ ] { }
24	{ } [ ] ( ) [ ]
10	[ [ ] ] ( ( ) )
8	( ( [ ] ) ) [ ]
14	{ ( ) ( ) ( ) }
40	( ) { } { } ( )
10	{ { } } [ { } ]
28	{ } [ ] [ ] ( )
10	( [ ] ) ( ) { }
6	[ [ ] { } ] ( )
12	( { } { } [ ] )
15	{ [ ] } [ ] [ ]
6	{ ( ( [ ] ) ) }
19	{ } { } ( ) { }
11	( { } ( ) [ ] )
7	{ { } } { ( ) }
5	[ ( ) ] ( ) { }
11	[ ] ( { [ ] } )
16	( ) [ ] ( { } )
22	( ) [ ] ( ) ( )
4	{ ( ) } { [ ] }
13	[ [ ] ] ( ) [ ]
5	( [ ] ) ( { } )
11	{ { } } { } [ ]
11	{ } { { } } [ ]
14	( ) ( ) ( ( ) )
14	( ) { } { { } }
11	{ [ ] } [ { } ]
7	{ [ ] ( ) } ( )
3	[ { } ( ) ] [ ]
6	( ) ( ) ( [ ] )
8	[ ] ( { } ) [ ]
42	[ ] ( ) [ ] [ ]
6	[ [ ] [ ] ] { }
33	( ) ( ) [ ] [ ]
9	{ ( ) [ ] } [ ]
9	[ ] [ [ ] ] [ ]
2	( { } ) ( { } )
7	( [ [ ] { } ] )
24	{ } { } { } [ ]
7	( ( [ ] ) ) { }
8	{ ( ( { } ) ) }
44	[ ] ( ) [ ] ( )
9	( [ ( ) ] ( ) )
3	[ ( ) ( ) ] [ ]
4	[ ( ( ) ) ( ) ]
12	{ { } { [ ] } }
29	( ) [ ] [ ] { }
6	( { } ) [ { } ]
18	[ ] { [ ] } { }
13	( ) [ ] { ( ) }
9	{ } { [ ] } ( )
9	{ ( [ ] ) ( ) }
12	( ( ) { } [ ] )
13	{ { } [ ] [ ] }
8	{ { ( ) } } ( )
17	{ } ( { } ) [ ]
15	{ { } [ ] ( ) }
13	{ } { } [ { } ]
20	{ } [ ] { [ ] }
9	{ } ( ) [ { } ]
11	[ { } ] ( ) ( )
42	[ ] [ ] { } [ ]
32	[ ] [ ] [ ] ( )
13	{ [ ] } ( ) ( )
16	[ ] [ ] [ { } ]
11	( [ [ ] ] ) { }
7	{ { } } ( ) { }
2	( { } ( ) ) [ ]
12	{ } [ ] [ [ ] ]
10	{ { } { } } [ ]
11	[ { } ] { } ( )
12	( [ ] ( ) ( ) )
6	{ } { ( ) { } }
28	{ } { } ( ) [ ]
4	[ { { } [ ] } ]
11	( [ { ( ) } ] )
4	( { } [ [ ] ] )
12	{ } ( [ ] ) ( )
6	{ } [ { } ] ( )
16	( ) { } [ { } ]
20	{ } ( ) { } [ ]
5	[ { } ] ( [ ] )
9	[ [ [ [ ] ] ] ]
5	[ ( ( ) ) ] ( )
8	[ [ ] ( ) { } ]
14	( ) [ ] { { } }
10	[ [ { } ] ] ( )
10	{ } ( ) ( [ ] )
5	( ( ) ) ( ( ) )
12	[ ] [ ] [ ( ) ]
13	( ) [ ] [ [ ] ]
11	( ) ( [ ] ) [ ]
10	( ) [ [ { } ] ]
5	[ ( ( [ ] ) ) ]
16	{ [ ] { } [ ] }
6	( [ ] { } ) ( )
6	( ) { { { } } }
32	[ ] ( ) { } { }
13	[ { } ] ( ) { }
12	( ) [ ( ) ] { }
5	[ { [ ] } [ ] ]
10	[ ( ( ) ) ] { }
21	( ) [ ] ( ) { }
6	( ) { { } } [ ]
19	{ } { } [ ] { }
9	[ ( { } ) ( ) ]
10	[ [ { } ] { } ]
10	( ( { } { } ) )
8	( ) ( ( ) [ ] )
4	[ { } ] { ( ) }
16	( ( ) { } { } )
2	( ) ( [ ] ( ) )
9	[ { } ] { } { }
7	( { [ ] ( ) } )
8	[ ( ) [ ] { } ]
11	( { } [ ] ( ) )
5	[ ( ) ( ( ) ) ]
18	( ( ) ) { } [ ]
7	{ [ ] } ( ) { }
3	{ [ ] } { { } }
13	( ) { } ( { } )
6	( [ [ ] ( ) ] )
15	{ { } { } ( ) }
12	( ) [ { } ] ( )
6	( { } { } ) [ ]
13	{ } ( ( ) { } )
8	[ ] { { ( ) } }
9	[ [ ( ( ) ) ] ]
8	{ [ { } ] { } }
27	[ ] ( ) { } ( )
6	[ { ( ) } ] { }
36	{ } [ ] [ ] [ ]
20	( ) ( ) [ [ ] ]
10	( { } ) ( ) { }
33	( ) { } ( ) { }
12	[ ( ) ( ) ( ) ]
27	{ } ( ) { } ( )
5	[ ] ( ( ) ) { }
13	[ ] ( ) [ { } ]
44	[ ] [ ] { } { }
6	[ [ ] ( ) ] ( )
15	[ ] ( { } ) ( )
9	( { { } } ) [ ]
17	( ) { ( ) } ( )
24	( ) { } [ ] ( )
11	( ) ( ) { { } }
11	[ ] [ { } { } ]
7	[ ( ) ] [ ] [ ]
16	( [ ] { } [ ] )
4	{ { ( ) { } } }
35	{ } ( ) [ ] ( )
8	( { } ) { ( ) }
7	{ [ ] ( ( ) ) }
20	{ } { } [ ] [ ]
4	( ) [ ( ) ( ) ]
30	( ) ( ) [ ] { }
31	{ } { } [ ] ( )
9	{ ( ) } [ ] { }
21	[ ] { } ( ) [ ]
12	[ [ ] ] ( ) { }
17	[ { } ] ( ) [ ]
12	[ ( ) { } [ ] ]
8	{ ( { } ) } [ ]
11	( ) ( { } ) { }
19	[ { } ( ) { } ]
12	[ [ ] { } [ ] ]
7	( ( ) ) ( ) { }
4	[ ( ) [ { } ] ]
20	( [ ] ) { } [ ]
5	( [ [ ] ] ) ( )
37	( ) { } ( ) ( )
13	( { } ) [ ] ( )
11	[ ] { ( ) } ( )
11	( [ ] ) [ ] [ ]
7	( ( ) ( ) ) ( )
9	{ } ( [ ] { } )
33	{ } ( ) ( ) ( )
12	{ } { } [ ( ) ]
14	{ } { [ ] } [ ]
11	[ ] [ [ ] ] { }
14	[ ] ( { } ) { }
10	{ ( ) } [ ] [ ]
9	{ } ( ( ) [ ] )
12	( [ ] ) ( ) [ ]
8	{ ( [ ] ) } ( )
13	[ ( ) { } ] [ ]
7	[ ( ) [ ] ] ( )
4	( [ ( ) ] { } )
6	{ [ ( ) ] { } }
6	( { { } } [ ] )
8	[ ( ) ( [ ] ) ]
6	{ ( ) } ( [ ] )
17	( ) { } { [ ] }
26	( ) ( ) { } ( )
4	[ ] [ [ ( ) ] ]
13	{ [ ] ( ) [ ] }
9	{ ( ) } { } ( )
